fid,AAV2020,AN,BV2012,COUVERT,DEP,DEPCOM,DOM,ECLAIRE,EPCI,DCIRIS,LAMBERT_X,LAMBERT_Y,QP,QUALI_IRIS,QUALI_QP,QUALI_QVA,QUALI_ZFU,QUALI_ZUS,QUALITE_XY,QVA,REG,SDOM,TYPEQU,UU2020,ZFU,ZUS,NB_SALLES,NB_AIREJEU,codearondo
"7221","018","2021","83137",OUI,"83","83053",F,OUI,"248300394","830530000","933384.7","6234648",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"00757",CSZ,CSZ,,"1","283"
"7222","018","2021","83137",NON,"83","83053",F,OUI,"248300394","830530000","930282","6234502",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"00757",CSZ,CSZ,,"2","283"
"7223","018","2021","83137",OUI,"83","83053",F,OUI,"248300394","830530000","930127","6234670",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F112,"00757",CSZ,CSZ,,"1","283"
"7224","018","2021","83137",OUI,"83","83053",F,OUI,"248300394","830530000","930127.9","6234666",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"00757",CSZ,CSZ,,"1","283"
"7225","018","2021","83137",NON,"83","83054",F,OUI,"248300410","830540101","947438.9","6234814",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"7226","018","2021","83137",OUI,"83","83054",F,OUI,"248300410","830540102","947709.2","6234479",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F116,"00757",CSZ,CSZ,,"1","283"
"7227","018","2021","83137",NON,"83","83054",F,OUI,"248300410","830540103","947882.7","6232833",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00757",CSZ,CSZ,,"2","283"
"7228","018","2021","83137",OUI,"83","83054",F,OUI,"248300410","830540103","947915.1","6234462",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00757",CSZ,CSZ,,"1","283"
"7229","018","2021","83137",OUI,"83","83054",F,OUI,"248300410","830540103","947915.9","6234462",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"00757",CSZ,CSZ,,"2","283"
"7230","018","2021","83137",OUI,"83","83054",F,OUI,"248300410","830540103","947936.5","6234414",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"00757",CSZ,CSZ,,"1","283"
"7231","018","2021","83137",NON,"83","83054",F,OUI,"248300410","830540103","947928","6234360",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"00757",CSZ,CSZ,,"2","283"
"7232","018","2021","83137",NON,"83","83054",F,OUI,"248300410","830540103","947918.2","6234381",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F117,"00757",CSZ,CSZ,,"1","283"
"7233","018","2021","83137",NON,"83","83054",F,NON,"248300410","830540102","947655.6","6234602",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00757",CSZ,CSZ,,"1","283"
"7234","018","2021","83137",OUI,"83","83054",F,OUI,"248300410","830540103","947909.1","6232992",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"00757",CSZ,CSZ,,"3","283"
"7235","018","2021","83137",NON,"83","83054",F,OUI,"248300410","830540101","947385.3","6233668",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00757",CSZ,CSZ,,"2","283"
"7236","018","2021","83137",NON,"83","83054",F,OUI,"248300410","830540101","947293","6233717",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00757",CSZ,CSZ,,"5","283"
"7237","018","2021","83137",OUI,"83","83054",F,OUI,"248300410","830540103","947727.8","6233130",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00757",CSZ,CSZ,,"2","283"
"7238","018","2021","83137",OUI,"83","83054",F,OUI,"248300410","830540103","948562.8","6233717",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F121,"00757",CSZ,CSZ,,"1","283"
"7239","598","2021","83055",NON,"83","83055",F,OUI,"200004802","830550000","998333.5","6287579",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"83303",CSZ,CSZ,,"1","183"
"7240","126","2021","83050",NON,"83","83056",F,OUI,"248300493","830560000","983399.7","6280910",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"83105",CSZ,CSZ,,"2","183"
"7241","126","2021","83050",NON,"83","83056",F,NON,"248300493","830560000","984587.5","6277784",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"83105",CSZ,CSZ,,"2","183"
"7242","126","2021","83050",OUI,"83","83056",F,OUI,"248300493","830560000","982730.1","6281033",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,"83105",CSZ,CSZ,,"1","183"
"7243","126","2021","83050",OUI,"83","83056",F,OUI,"248300493","830560000","982730.1","6281033",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"83105",CSZ,CSZ,,"1","183"
"7244","126","2021","83050",NON,"83","83056",F,NON,"248300493","830560000","982735","6280978",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F107,"83105",CSZ,CSZ,,"2","183"
"7245","126","2021","83050",NON,"83","83056",F,NON,"248300493","830560000","982774.4","6280966",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83105",CSZ,CSZ,,"2","183"
"7246","126","2021","83050",NON,"83","83056",F,NON,"248300493","830560000","982747.6","6281022",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F112,"83105",CSZ,CSZ,,"1","183"
"7247","213","2021","83073",OUI,"83","83057",F,OUI,"248300550","830570000","961196.9","6257679",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F116,"83116",CSZ,CSZ,,"1","383"
"7248","213","2021","83073",NON,"83","83057",F,OUI,"248300550","830570000","961202.4","6257583",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F102,"83116",CSZ,CSZ,,"1","383"
"7249","213","2021","83073",NON,"83","83057",F,OUI,"248300550","830570000","960910","6257231",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83116",CSZ,CSZ,,"1","383"
"7250","213","2021","83073",NON,"83","83057",F,OUI,"248300550","830570000","960913.9","6257313",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F103,"83116",CSZ,CSZ,,"2","383"
"7251","213","2021","83073",NON,"83","83057",F,NON,"248300550","830570000","960872.1","6257305",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83116",CSZ,CSZ,,"1","383"
"7252","213","2021","83073",NON,"83","83057",F,NON,"248300550","830570000","960860.8","6257283",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F117,"83116",CSZ,CSZ,,"1","383"
"7253","213","2021","83073",OUI,"83","83057",F,OUI,"248300550","830570000","960931.3","6257366",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F114,"83116",CSZ,CSZ,,"1","383"
"7254","126","2021","83050",OUI,"83","83058",F,OUI,"248300493","830580000","974598.3","6276481",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F121,"83501",CSZ,CSZ,,"1","183"
"7255","126","2021","83050",OUI,"83","83058",F,OUI,"248300493","830580000","974668.4","6276377",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F120,"83501",CSZ,CSZ,,"1","183"
"7256","126","2021","83050",NON,"83","83058",F,NON,"248300493","830580000","973081.4","6275730",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F106,"83501",CSZ,CSZ,,"1","183"
"7257","126","2021","83050",NON,"83","83058",F,OUI,"248300493","830580000","973941.2","6276668",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83501",CSZ,CSZ,,"1","183"
"7258","126","2021","83050",NON,"83","83058",F,OUI,"248300493","830580000","973942.8","6276668",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F113,"83501",CSZ,CSZ,,"1","183"
"7259","126","2021","83050",NON,"83","83058",F,NON,"248300493","830580000","973996.3","6276610",CSZ,X,X,X,X,X,Bonne,CSZ,"93",F1,F111,"83501",CSZ,CSZ,,"1","183"
"7260","126","2021","83050",NON,"83","83050",F,NON,"248300493","830500104","981742","6276098",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F112,"83501",CSZ,CSZ,,"1","183"
"7261","126","2021","83050",NON,"83","83050",F,NON,"248300493","830500104","981611.8","6276115",QP083003,"2","2",X,X,X,Bonne,CSZ,"93",F1,F107,"83501",CSZ,CSZ,,"1","183"
"7262","126","2021","83050",OUI,"83","83050",F,OUI,"248300493","830500102","979964.7","6276849",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F120,"83501",CSZ,CSZ,,"2","183"
"7263","126","2021","83050",OUI,"83","83050",F,OUI,"248300493","830500106","979132.7","6275830",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F120,"83501",CSZ,CSZ,,"3","183"
"7264","126","2021","83050",NON,"83","83050",F,NON,"248300493","830500105","981271.4","6276675",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F113,"83501",CSZ,CSZ,,"1","183"
"7265","126","2021","83050",NON,"83","83050",F,NON,"248300493","830500105","981271.6","6276652",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F111,"83501",CSZ,CSZ,,"1","183"
"7266","126","2021","83050",NON,"83","83050",F,NON,"248300493","830500105","981230.9","6276677",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F102,"83501",CSZ,CSZ,,"1","183"
"7267","126","2021","83050",NON,"83","83050",F,OUI,"248300493","830500106","980089","6275510",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F103,"83501",CSZ,CSZ,,"3","183"
"7268","126","2021","83050",NON,"83","83050",F,OUI,"248300493","830500111","978691.9","6277156",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F117,"83501",CSZ,CSZ,,"1","183"
"7269","126","2021","83050",OUI,"83","83050",F,OUI,"248300493","830500106","980106.5","6276235",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F121,"83501",CSZ,CSZ,,"1","183"
"7270","126","2021","83050",OUI,"83","83050",F,OUI,"248300493","830500102","980379.4","6276492",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F120,"83501",CSZ,CSZ,,"1","183"
"7271","126","2021","83050",OUI,"83","83050",F,OUI,"248300493","830500102","980379.4","6276492",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F114,"83501",CSZ,CSZ,,"1","183"
"7272","126","2021","83050",OUI,"83","83050",F,OUI,"248300493","830500102","980379.6","6276493",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F112,"83501",CSZ,CSZ,,"1","183"
"7273","126","2021","83050",OUI,"83","83050",F,OUI,"248300493","830500102","980440.7","6276385",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F119,"83501",CSZ,CSZ,,"1","183"
"7274","126","2021","83050",NON,"83","83050",F,OUI,"248300493","830500111","978475.9","6277209",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F113,"83501",CSZ,CSZ,,"2","183"
"7275","126","2021","83050",NON,"83","83050",F,OUI,"248300493","830500107","981664.3","6275236",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F103,"83501",CSZ,CSZ,,"10","183"
"7276","126","2021","83050",NON,"83","83050",F,OUI,"248300493","830500107","981700.3","6275339",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F106,"83501",CSZ,CSZ,,"2","183"
"7277","126","2021","83050",NON,"83","83050",F,NON,"248300493","830500107","981666.7","6275238",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F117,"83501",CSZ,CSZ,,"1","183"
"7278","126","2021","83050",OUI,"83","83050",F,OUI,"248300493","830500102","980039.5","6276830",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F121,"83501",CSZ,CSZ,,"1","183"
"7279","126","2021","83050",OUI,"83","83050",F,OUI,"248300493","830500102","980039.1","6276830",HZ,"2","2",X,X,X,Bonne,CSZ,"93",F1,F112,"83501",CSZ,CSZ,,"1","183"
"7280","003","2021","13055",NON,"13","13207",F,NON,"200054807","132070502","891854.4","6244471",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"00759",CSZ,CSZ,,"1","313"
"7281","003","2021","13055",NON,"13","13207",F,NON,"200054807","132070403","891531.8","6246183",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"00759",CSZ,CSZ,,"7","313"
"7282","003","2021","13055",NON,"13","13207",F,OUI,"200054807","132070403","891540.9","6246232",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00759",CSZ,CSZ,,"2","313"
"7283","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080502","892461.6","6243893",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F101,"00759",CSZ,CSZ,,"1","313"
"7284","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080502","892460.2","6243889",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F120,"00759",CSZ,CSZ,,"1","313"
"7285","003","2021","13055",OUI,"13","13207",F,OUI,"200054807","132070602","891522.1","6245750",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"00759",CSZ,CSZ,,"1","313"
"7286","003","2021","13055",NON,"13","13207",F,NON,"200054807","132070702","892222.2","6246269",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F111,"00759",CSZ,CSZ,,"1","313"
"7287","003","2021","13055",NON,"13","13207",F,NON,"200054807","132070702","892254.2","6246286",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F113,"00759",CSZ,CSZ,,"1","313"
"7288","003","2021","13055",NON,"13","13207",F,OUI,"200054807","132070702","892273.2","6246277",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00759",CSZ,CSZ,,"2","313"
"7289","003","2021","13055",OUI,"13","13207",F,OUI,"200054807","132070101","891595.8","6245706",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"00759",CSZ,CSZ,,"2","313"
"7290","003","2021","13055",OUI,"13","13207",F,OUI,"200054807","132070101","891477.8","6245638",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F116,"00759",CSZ,CSZ,,"1","313"
"7291","003","2021","13055",OUI,"13","13207",F,OUI,"200054807","132070702","892589","6246426",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"00759",CSZ,CSZ,,"1","313"
"7292","003","2021","13055",OUI,"13","13207",F,OUI,"200054807","132070702","892589","6246426",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F114,"00759",CSZ,CSZ,,"1","313"
"7293","003","2021","13055",OUI,"13","13206",F,OUI,"200054807","132060103","893317.9","6246073",HZ,"2","2",X,X,"2",Bonne,CSZ,"93",F1,F120,"00759",CSZ,HZ,,"2","313"
"7294","003","2021","13055",OUI,"13","13207",F,OUI,"200054807","132070703","892318.8","6246438",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F120,"00759",CSZ,CSZ,,"1","313"
"7295","003","2021","13055",OUI,"13","13207",F,OUI,"200054807","132070603","891873.9","6246073",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F112,"00759",CSZ,CSZ,,"1","313"
"7296","003","2021","13055",NON,"13","13207",F,NON,"200054807","132070201","891285.4","6245400",CSZ,"2",X,X,X,X,Bonne,CSZ,"93",F1,F102,"00759",CSZ,CSZ,,"1","313"
"7297","003","2021","13055",NON,"13","13208",F,OUI,"200054807","132080801","894836.6","6244050",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F113,"00759",CSZ,CSZ,,"3","313"
"7298","003","2021","13055",IND,"13","13208",F,NON,"200054807","132080801","894836.6","6244050",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F107,"00759",CSZ,CSZ,,"1","313"
"7299","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110606","897951.9","6245910",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F121,"00759",CSZ,HZ,,"1","313"
"7300","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110705","899745.7","6246421",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F120,"00759",CSZ,HZ,,"2","313"
"7301","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110702","900663.9","6246155",HZ,"2","2","2",X,"2",Bonne,"9313115","93",F1,F112,"00759",CSZ,HZ,,"1","313"
"7302","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110702","900634","6246023",HZ,"2","2","2",X,"2",Bonne,"9313115","93",F1,F121,"00759",CSZ,"9305101",,"1","313"
"7303","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132110201","900936.6","6246137",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F102,"00759",CSZ,HZ,,"1","313"
"7304","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110701","899730.3","6246132",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F101,"00759",CSZ,"9305101",,"1","313"
"7305","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132110101","902427.4","6247897",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F103,"00759",CSZ,HZ,,"10","313"
"7306","003","2021","13055",NON,"13","13211",F,NON,"200054807","132110101","902885.3","6247979",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"00759",CSZ,HZ,,"2","313"
"7307","003","2021","13055",NON,"13","13211",F,NON,"200054807","132110101","902373","6247923",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F101,"00759",CSZ,HZ,,"1","313"
"7308","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110301","903967","6248164",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F114,"00759",CSZ,HZ,,"1","313"
"7309","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132110802","903839.2","6245876",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"00759",CSZ,HZ,,"3","313"
"7310","003","2021","13055",NON,"13","13211",F,NON,"200054807","132110802","903671.5","6245912",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F111,"00759",CSZ,HZ,,"1","313"
"7311","003","2021","13055",NON,"13","13211",F,NON,"200054807","132110802","903845.7","6246006",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F107,"00759",CSZ,HZ,,"1","313"
"7312","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132110802","903464.3","6246245",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"00759",CSZ,HZ,,"3","313"
"7313","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132111003","898590.2","6245789",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F114,"00759",CSZ,"9305101",,"1","313"
"7314","003","2021","13055",OUI,"13","13211",F,OUI,"200054807","132110201","901113.4","6246049",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F121,"00759",CSZ,HZ,,"1","313"
"7315","003","2021","13055",NON,"13","13211",F,NON,"200054807","132111101","901351.6","6248407",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F108,"00759",CSZ,HZ,,"2","313"
"7316","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132111101","901300.4","6248256",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F101,"00759",CSZ,HZ,,"1","313"
"7317","003","2021","13055",NON,"13","13211",F,OUI,"200054807","132111101","901338.3","6248292",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F103,"00759",CSZ,HZ,,"1","313"
"7318","003","2021","13055",NON,"13","13211",F,NON,"200054807","132110703","899393","6247321",QP013039,"2","2","2",X,"2",Bonne,HZ,"93",F1,F102,"00759",CSZ,"9305101",,"1","313"
"7319","003","2021","13055",NON,"13","13211",F,NON,"200054807","132110802","901737.2","6246570",HZ,"2","2","2",X,"2",Bonne,HZ,"93",F1,F113,"00759",CSZ,HZ,,"1","313"
"7320","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150802","891687.4","6255310",HZ,"2","2","2","2","2",Bonne,"9313147","93",F1,F121,"00759",HZ,"9305061",,"1","313"
"7321","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150802","891653.1","6255603",HZ,"2","2","2","2","2",Bonne,"9313147","93",F1,F111,"00759",HZ,HZ,,"1","313"
"7322","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150803","890823.4","6255105",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",93050ZF,"9305041",,"1","313"
"7323","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150803","890823.9","6255104",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",93050ZF,"9305041",,"1","313"
"7324","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150902","891146.9","6251813",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F102,"00759",HZ,HZ,,"1","313"
"7325","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150103","892160.8","6253389",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",HZ,"9305051",,"1","313"
"7326","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150501","892381.5","6249812",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F114,"00759",HZ,"9305080",,"1","313"
"7327","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150602","892832.3","6252179",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",9322NZF,"9305071",,"2","313"
"7328","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150602","892770.6","6252233",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",9322NZF,"9305071",,"2","313"
"7329","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150602","892851.2","6252227",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",9322NZF,"9305071",,"1","313"
"7330","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150602","892804.6","6252316",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F107,"00759",9322NZF,"9305071",,"1","313"
"7331","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150302","891445.2","6251354",QP013058,"2","2","2","2","2",Bonne,HZ,"93",F1,F103,"00759",9322NZF,HZ,,"1","313"
"7332","003","2021","13055",OUI,"13","13216",F,OUI,"200054807","132160302","890102.7","6254663",QP013051,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",93050ZF,"9305041",,"1","313"
"7333","003","2021","13055",NON,"13","13216",F,NON,"200054807","132160302","890125.6","6254687",QP013051,"2","2","2","2","2",Bonne,HZ,"93",F1,F111,"00759",93050ZF,"9305041",,"2","313"
"7334","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150701","892201","6256867",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",HZ,"9305061",,"1","313"
"7335","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150401","890832.8","6252354",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",HZ,"9305051",,"1","313"
"7336","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150303","891254.9","6251185",QP013058,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",HZ,HZ,,"1","313"
"7337","003","2021","13055",NON,"13","13215",F,OUI,"200054807","132150401","890901.7","6252386",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F103,"00759",HZ,"9305051",,"2","313"
"7338","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150401","890915.1","6252427",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F101,"00759",HZ,"9305051",,"1","313"
"7339","003","2021","13055",NON,"13","13215",F,NON,"200054807","132150902","891337.3","6251552",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F113,"00759",HZ,HZ,,"1","313"
"7340","003","2021","13055",OUI,"13","13215",F,OUI,"200054807","132150902","891437.7","6251533",HZ,"2","2","2","2","2",Bonne,HZ,"93",F1,F121,"00759",HZ,HZ,,"1","313"
"7341","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080905","893723","6243249",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F121,"00759",CSZ,CSZ,,"1","313"
"7342","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080905","893674.7","6243236",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F114,"00759",CSZ,CSZ,,"1","313"
"7343","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080905","893658.4","6243236",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F112,"00759",CSZ,CSZ,,"1","313"
"7344","003","2021","13055",NON,"13","13208",F,OUI,"200054807","132080905","893706.8","6243249",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F111,"00759",CSZ,CSZ,,"2","313"
"7345","003","2021","13055",NON,"13","13208",F,NON,"200054807","132080905","893726.4","6243138",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F107,"00759",CSZ,CSZ,,"1","313"
"7346","003","2021","13055",NON,"13","13208",F,OUI,"200054807","132080905","893674","6243259",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F113,"00759",CSZ,CSZ,,"1","313"
"7347","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080901","893995.7","6242806",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F121,"00759",CSZ,CSZ,,"1","313"
"7348","003","2021","13055",NON,"13","13208",F,OUI,"200054807","132080901","893864.5","6242709",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F103,"00759",CSZ,CSZ,,"10","313"
"7349","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080901","893995.7","6242806",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F120,"00759",CSZ,CSZ,,"2","313"
"7350","003","2021","13055",NON,"13","13208",F,OUI,"200054807","132080901","893984.9","6242923",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F113,"00759",CSZ,CSZ,,"3","313"
"7351","003","2021","13055",NON,"13","13208",F,NON,"200054807","132080901","893912.9","6242966",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F111,"00759",CSZ,CSZ,,"4","313"
"7352","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080901","893995.7","6242806",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F114,"00759",CSZ,CSZ,,"1","313"
"7353","003","2021","13055",NON,"13","13208",F,OUI,"200054807","132080901","893874.2","6242845",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F107,"00759",CSZ,CSZ,,"1","313"
"7354","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080901","893995.7","6242806",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F112,"00759",CSZ,CSZ,,"1","313"
"7355","003","2021","13055",NON,"13","13208",F,OUI,"200054807","132080103","893244.3","6242764",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F108,"00759",CSZ,CSZ,,"2","313"
"7356","003","2021","13055",OUI,"13","13208",F,OUI,"200054807","132080902","894411.8","6241709",CSZ,"2",X,"2",X,X,Bonne,HZ,"93",F1,F101,"00759",CSZ,CSZ,,"1","313"
"7357","003","2021","13055",NON,"13","13208",F,OUI,"200054807","132080301","891686.8","6239962",CSZ,"2",X,"2",X,X,Bonne,"9313041","93",F1,F113,"00759",CSZ,CSZ,,"1","313"
"7358","003","2021","13055",NON,"13","13208",F,NON,"200054807","132080301","891764.3","6240146",CSZ,"2",X,"2",X,X,Bonne,"9313041","93",F1,F111,"00759",CSZ,CSZ,,"1","313"
