3072 101904
 2412 2566 66.46
 2483 2566 83.075
 2485 2566 74.7675
 2486 2566 99.69
 2305 2567 1.72
 2306 2567 1.36
 2307 2567 1.48
 2308 2567 1.32
 2309 2567 1.24
 2312 2567 1.56
 2314 2567 1.12
 2315 2567 0.96
 2316 2567 0.88
 2317 2567 1
 2318 2567 0.84
 2328 2567 1.2
 2329 2567 1.32
 2330 2567 1.16
 2331 2567 1.08
 2342 2567 1
 2343 2567 0.64
 2344 2567 0.48
 2359 2567 0.96
 2360 2567 0.8
 2361 2567 0.72
 2362 2567 0.84
 2363 2567 0.68
 2400 2567 0.64
 2401 2567 0.52
 2413 2567 0.84
 2414 2567 0.48
 2415 2567 0.32
 2481 2567 0.16
 2489 2567 0.48
 2490 2567 0.36
 2305 2568 17.5
 2306 2568 13.5625
 2307 2568 14.875
 2308 2568 13.125
 2310 2568 13.5625
 2312 2568 15.75
 2314 2568 10.9375
 2315 2568 9.1875
 2319 2568 9.625
 2320 2568 10.9375
 2321 2568 9.1875
 2328 2568 11.8125
 2329 2568 13.125
 2330 2568 11.375
 2332 2568 11.8125
 2342 2568 9.625
 2345 2568 7
 2346 2568 5.25
 2359 2568 9.1875
 2360 2568 7.4375
 2364 2568 7.875
 2365 2568 9.1875
 2366 2568 7.4375
 2400 2568 5.6875
 2402 2568 5.6875
 2413 2568 7.875
 2416 2568 5.25
 2417 2568 3.5
 2482 2568 1.75
 2489 2568 3.9375
 2491 2568 3.9375
 2305 2569 62.78
 2307 2569 54.02
 2308 2569 48.18
 2309 2569 45.26
 2310 2569 49.64
 2312 2569 56.94
 2317 2569 36.5
 2318 2569 30.66
 2320 2569 40.88
 2321 2569 35.04
 2322 2569 32.12
 2329 2569 48.18
 2330 2569 42.34
 2331 2569 39.42
 2332 2569 43.8
 2342 2569 36.5
 2348 2569 23.36
 2349 2569 17.52
 2362 2569 30.66
 2363 2569 24.82
 2365 2569 35.04
 2366 2569 29.2
 2367 2569 26.28
 2401 2569 18.98
 2402 2569 23.36
 2413 2569 30.66
 2419 2569 17.52
 2420 2569 11.68
 2483 2569 5.84
 2490 2569 13.14
 2491 2569 17.52
 2305 2570 59.655
 2306 2570 46.56
 2307 2570 50.925
 2308 2570 45.105
 2311 2570 45.105
 2312 2570 53.835
 2314 2570 37.83
 2315 2570 32.01
 2323 2570 32.01
 2324 2570 36.375
 2325 2570 30.555
 2328 2570 40.74
 2329 2570 45.105
 2330 2570 39.285
 2333 2570 39.285
 2342 2570 33.465
 2350 2570 23.28
 2351 2570 17.46
 2359 2570 32.01
 2360 2570 26.19
 2368 2570 26.19
 2369 2570 30.555
 2370 2570 24.735
 2400 2570 20.37
 2405 2570 18.915
 2413 2570 27.645
 2421 2570 17.46
 2422 2570 11.64
 2484 2570 5.82
 2489 2570 14.55
 2494 2570 13.095
 2305 2571 213.29
 2307 2571 184.205
 2308 2571 164.815
 2309 2571 155.12
 2311 2571 164.815
 2312 2571 193.9
 2317 2571 126.035
 2318 2571 106.645
 2324 2571 135.73
 2325 2571 116.34
 2326 2571 106.645
 2329 2571 164.815
 2330 2571 145.425
 2331 2571 135.73
 2333 2571 145.425
 2342 2571 126.035
 2353 2571 77.56
 2354 2571 58.17
 2362 2571 106.645
 2363 2571 87.255
 2369 2571 116.34
 2370 2571 96.95
 2371 2571 87.255
 2401 2571 67.865
 2405 2571 77.56
 2413 2571 106.645
 2424 2571 58.17
 2425 2571 38.78
 2485 2571 19.39
 2490 2571 48.475
 2494 2571 58.17
 2305 2572 2149.12
 2307 2572 1834.61
 2308 2572 1624.94
 2310 2572 1677.36
 2311 2572 1624.94
 2312 2572 1939.45
 2320 2572 1362.85
 2321 2572 1153.18
 2324 2572 1310.44
 2325 2572 1100.77
 2327 2572 1153.18
 2329 2572 1624.94
 2330 2572 1415.27
 2332 2572 1467.69
 2333 2572 1415.27
 2342 2572 1205.6
 2356 2572 838.68
 2357 2572 629.01
 2365 2572 1153.18
 2366 2572 943.515
 2369 2572 1100.77
 2370 2572 891.097
 2372 2572 943.515
 2402 2572 733.845
 2405 2572 681.427
 2413 2572 995.932
 2427 2572 629.01
 2428 2572 419.34
 2486 2572 209.67
 2491 2572 524.175
 2494 2572 471.758
 2305 2573 103.5
 2306 2573 84.87
 2307 2573 91.08
 2309 2573 78.66
 2310 2573 84.87
 2311 2573 82.8
 2312 2573 95.22
 2314 2573 72.45
 2316 2573 60.03
 2317 2573 66.24
 2319 2573 66.24
 2320 2573 72.45
 2322 2573 60.03
 2323 2573 64.17
 2324 2573 70.38
 2326 2573 57.96
 2327 2573 64.17
 2328 2573 76.59
 2329 2573 82.8
 2331 2573 70.38
 2332 2573 76.59
 2333 2573 74.52
 2343 2573 47.61
 2345 2573 53.82
 2347 2573 41.4
 2348 2573 47.61
 2350 2573 51.75
 2352 2573 39.33
 2353 2573 45.54
 2355 2573 45.54
 2356 2573 51.75
 2358 2573 39.33
 2359 2573 64.17
 2361 2573 51.75
 2362 2573 57.96
 2364 2573 57.96
 2365 2573 64.17
 2367 2573 51.75
 2368 2573 55.89
 2369 2573 62.1
 2371 2573 49.68
 2372 2573 55.89
 2403 2573 28.98
 2406 2573 26.91
 2408 2573 33.12
 2410 2573 20.7
 2411 2573 26.91
 2414 2573 39.33
 2416 2573 45.54
 2418 2573 33.12
 2419 2573 39.33
 2421 2573 43.47
 2423 2573 31.05
 2424 2573 37.26
 2426 2573 37.26
 2427 2573 43.47
 2429 2573 31.05
 2487 2573 8.28
 2492 2573 20.7
 2495 2573 18.63
 2497 2573 24.84
 2499 2573 12.42
 2500 2573 18.63
 2305 2574 1046.93
 2306 2574 872.438
 2308 2574 853.05
 2309 2574 814.275
 2310 2574 872.438
 2311 2574 853.05
 2312 2574 969.375
 2315 2574 678.563
 2316 2574 639.788
 2318 2574 620.4
 2319 2574 697.95
 2321 2574 678.563
 2322 2574 639.788
 2323 2574 678.563
 2325 2574 659.175
 2326 2574 620.4
 2327 2574 678.563
 2328 2574 794.888
 2330 2574 775.5
 2331 2574 736.725
 2332 2574 794.888
 2333 2574 775.5
 2344 2574 445.913
 2346 2574 504.075
 2347 2574 465.3
 2349 2574 445.913
 2351 2574 484.688
 2352 2574 445.913
 2354 2574 426.525
 2355 2574 504.075
 2357 2574 484.688
 2358 2574 445.913
 2360 2574 601.013
 2361 2574 562.238
 2363 2574 542.85
 2364 2574 620.4
 2366 2574 601.013
 2367 2574 562.238
 2368 2574 601.013
 2370 2574 581.625
 2371 2574 542.85
 2372 2574 601.013
 2404 2574 271.425
 2407 2574 252.038
 2409 2574 310.2
 2410 2574 271.425
 2412 2574 252.038
 2415 2574 368.363
 2417 2574 426.525
 2418 2574 387.75
 2420 2574 368.363
 2422 2574 407.138
 2423 2574 368.363
 2425 2574 348.975
 2426 2574 426.525
 2428 2574 407.138
 2429 2574 368.363
 2488 2574 77.55
 2493 2574 193.875
 2496 2574 174.488
 2498 2574 232.65
 2499 2574 193.875
 2501 2574 174.488
 2305 2575 0.1175
 2306 2575 0.095
 2307 2575 0.1025
 2308 2575 0.0925
 2309 2575 0.0875
 2313 2575 0.0975
 2314 2575 0.08
 2315 2575 0.07
 2316 2575 0.065
 2317 2575 0.0725
 2318 2575 0.0625
 2334 2575 0.075
 2335 2575 0.0825
 2336 2575 0.0725
 2337 2575 0.0675
 2342 2575 0.0725
 2343 2575 0.05
 2344 2575 0.04
 2373 2575 0.06
 2374 2575 0.05
 2375 2575 0.045
 2376 2575 0.0525
 2377 2575 0.0425
 2400 2575 0.05
 2401 2575 0.0425
 2430 2575 0.0525
 2431 2575 0.03
 2432 2575 0.02
 2481 2575 0.02
 2502 2575 0.03
 2503 2575 0.0225
 2305 2576 1.76
 2306 2576 1.4
 2307 2576 1.52
 2308 2576 1.36
 2310 2576 1.4
 2313 2576 1.44
 2314 2576 1.16
 2315 2576 1
 2319 2576 1.04
 2320 2576 1.16
 2321 2576 1
 2334 2576 1.08
 2335 2576 1.2
 2336 2576 1.04
 2338 2576 1.08
 2342 2576 1.04
 2345 2576 0.8
 2346 2576 0.64
 2373 2576 0.84
 2374 2576 0.68
 2378 2576 0.72
 2379 2576 0.84
 2380 2576 0.68
 2400 2576 0.68
 2402 2576 0.68
 2430 2576 0.72
 2433 2576 0.48
 2434 2576 0.32
 2482 2576 0.32
 2502 2576 0.36
 2504 2576 0.36
 2305 2577 6.2275
 2307 2577 5.4325
 2308 2577 4.9025
 2309 2577 4.6375
 2310 2577 5.035
 2313 2577 5.1675
 2317 2577 3.8425
 2318 2577 3.3125
 2320 2577 4.24
 2321 2577 3.71
 2322 2577 3.445
 2335 2577 4.3725
 2336 2577 3.8425
 2337 2577 3.5775
 2338 2577 3.975
 2342 2577 3.8425
 2348 2577 2.65
 2349 2577 2.12
 2376 2577 2.7825
 2377 2577 2.2525
 2379 2577 3.18
 2380 2577 2.65
 2381 2577 2.385
 2401 2577 2.2525
 2402 2577 2.65
 2430 2577 2.7825
 2436 2577 1.59
 2437 2577 1.06
 2483 2577 1.06
 2503 2577 1.1925
 2504 2577 1.59
 2305 2578 5.9625
 2306 2578 4.77
 2307 2578 5.1675
 2308 2578 4.6375
 2311 2578 4.6375
 2313 2578 4.9025
 2314 2578 3.975
 2315 2578 3.445
 2323 2578 3.445
 2324 2578 3.8425
 2325 2578 3.3125
 2334 2578 3.71
 2335 2578 4.1075
 2336 2578 3.5775
 2339 2578 3.5775
 2342 2578 3.5775
 2350 2578 2.65
 2351 2578 2.12
 2373 2578 2.915
 2374 2578 2.385
 2382 2578 2.385
 2383 2578 2.7825
 2384 2578 2.2525
 2400 2578 2.385
 2405 2578 2.2525
 2430 2578 2.5175
 2438 2578 1.59
 2439 2578 1.06
 2484 2578 1.06
 2502 2578 1.325
 2507 2578 1.1925
 2305 2579 21.24
 2307 2579 18.585
 2308 2579 16.815
 2309 2579 15.93
 2311 2579 16.815
 2313 2579 17.7
 2317 2579 13.275
 2318 2579 11.505
 2324 2579 14.16
 2325 2579 12.39
 2326 2579 11.505
 2335 2579 15.045
 2336 2579 13.275
 2337 2579 12.39
 2339 2579 13.275
 2342 2579 13.275
 2353 2579 8.85
 2354 2579 7.08
 2376 2579 9.735
 2377 2579 7.965
 2383 2579 10.62
 2384 2579 8.85
 2385 2579 7.965
 2401 2579 7.965
 2405 2579 8.85
 2430 2579 9.735
 2441 2579 5.31
 2442 2579 3.54
 2485 2579 3.54
 2503 2579 4.425
 2507 2579 5.31
 2305 2580 215.663
 2307 2580 186.908
 2308 2580 167.738
 2310 2580 172.53
 2311 2580 167.738
 2313 2580 177.322
 2320 2580 143.775
 2321 2580 124.605
 2324 2580 138.982
 2325 2580 119.813
 2327 2580 124.605
 2335 2580 148.568
 2336 2580 129.398
 2338 2580 134.19
 2339 2580 129.398
 2342 2580 129.398
 2356 2580 95.85
 2357 2580 76.68
 2379 2580 105.435
 2380 2580 86.265
 2383 2580 100.643
 2384 2580 81.4725
 2386 2580 86.265
 2402 2580 86.265
 2405 2580 81.4725
 2430 2580 91.0575
 2444 2580 57.51
 2445 2580 38.34
 2486 2580 38.34
 2504 2580 47.925
 2507 2580 43.1325
 2305 2581 10.26
 2306 2581 8.55
 2307 2581 9.12
 2309 2581 7.98
 2310 2581 8.55
 2311 2581 8.36
 2313 2581 8.74
 2314 2581 7.41
 2316 2581 6.27
 2317 2581 6.84
 2319 2581 6.84
 2320 2581 7.41
 2322 2581 6.27
 2323 2581 6.65
 2324 2581 7.22
 2326 2581 6.08
 2327 2581 6.65
 2334 2581 7.03
 2335 2581 7.6
 2337 2581 6.46
 2338 2581 7.03
 2339 2581 6.84
 2343 2581 5.13
 2345 2581 5.7
 2347 2581 4.56
 2348 2581 5.13
 2350 2581 5.51
 2352 2581 4.37
 2353 2581 4.94
 2355 2581 4.94
 2356 2581 5.51
 2358 2581 4.37
 2373 2581 5.89
 2375 2581 4.75
 2376 2581 5.32
 2378 2581 5.32
 2379 2581 5.89
 2381 2581 4.75
 2382 2581 5.13
 2383 2581 5.7
 2385 2581 4.56
 2386 2581 5.13
 2403 2581 3.42
 2406 2581 3.23
 2408 2581 3.8
 2410 2581 2.66
 2411 2581 3.23
 2431 2581 3.61
 2433 2581 4.18
 2435 2581 3.04
 2436 2581 3.61
 2438 2581 3.99
 2440 2581 2.85
 2441 2581 3.42
 2443 2581 3.42
 2444 2581 3.99
 2446 2581 2.85
 2487 2581 1.52
 2505 2581 1.9
 2508 2581 1.71
 2510 2581 2.28
 2512 2581 1.14
 2513 2581 1.71
 2305 2582 102.805
 2306 2582 86.8525
 2308 2582 85.08
 2309 2582 81.535
 2310 2582 86.8525
 2311 2582 85.08
 2313 2582 88.625
 2315 2582 69.1275
 2316 2582 65.5825
 2318 2582 63.81
 2319 2582 70.9
 2321 2582 69.1275
 2322 2582 65.5825
 2323 2582 69.1275
 2325 2582 67.355
 2326 2582 63.81
 2327 2582 69.1275
 2334 2582 72.6725
 2336 2582 70.9
 2337 2582 67.355
 2338 2582 72.6725
 2339 2582 70.9
 2344 2582 47.8575
 2346 2582 53.175
 2347 2582 49.63
 2349 2582 47.8575
 2351 2582 51.4025
 2352 2582 47.8575
 2354 2582 46.085
 2355 2582 53.175
 2357 2582 51.4025
 2358 2582 47.8575
 2374 2582 54.9475
 2375 2582 51.4025
 2377 2582 49.63
 2378 2582 56.72
 2380 2582 54.9475
 2381 2582 51.4025
 2382 2582 54.9475
 2384 2582 53.175
 2385 2582 49.63
 2386 2582 54.9475
 2404 2582 31.905
 2407 2582 30.1325
 2409 2582 35.45
 2410 2582 31.905
 2412 2582 30.1325
 2432 2582 33.6775
 2434 2582 38.995
 2435 2582 35.45
 2437 2582 33.6775
 2439 2582 37.2225
 2440 2582 33.6775
 2442 2582 31.905
 2443 2582 38.995
 2445 2582 37.2225
 2446 2582 33.6775
 2488 2582 14.18
 2506 2582 17.725
 2509 2582 15.9525
 2511 2582 21.27
 2512 2582 17.725
 2514 2582 15.9525
 2305 2583 0.8775
 2306 2583 0.675
 2307 2583 0.7425
 2308 2583 0.6525
 2312 2583 0.7875
 2313 2583 0.6975
 2314 2583 0.54
 2315 2583 0.45
 2328 2583 0.585
 2329 2583 0.6525
 2330 2583 0.5625
 2334 2583 0.495
 2335 2583 0.5625
 2336 2583 0.4725
 2340 2583 0.6075
 2342 2583 0.4725
 2359 2583 0.45
 2360 2583 0.36
 2373 2583 0.36
 2374 2583 0.27
 2387 2583 0.405
 2388 2583 0.4725
 2389 2583 0.3825
 2400 2583 0.27
 2413 2583 0.3825
 2430 2583 0.2925
 2447 2583 0.27
 2448 2583 0.18
 2489 2583 0.18
 2502 2583 0.09
 2515 2583 0.2025
 2305 2584 3.255
 2307 2584 2.79
 2308 2584 2.48
 2309 2584 2.325
 2312 2584 2.945
 2313 2584 2.635
 2317 2584 1.86
 2318 2584 1.55
 2329 2584 2.48
 2330 2584 2.17
 2331 2584 2.015
 2335 2584 2.17
 2336 2584 1.86
 2337 2584 1.705
 2340 2584 2.325
 2342 2584 1.86
 2362 2584 1.55
 2363 2584 1.24
 2376 2584 1.24
 2377 2584 0.93
 2388 2584 1.86
 2389 2584 1.55
 2390 2584 1.395
 2401 2584 0.93
 2413 2584 1.55
 2430 2584 1.24
 2450 2584 0.93
 2451 2584 0.62
 2490 2584 0.62
 2503 2584 0.31
 2515 2584 0.93
 2305 2585 32.8575
 2307 2585 27.8025
 2308 2585 24.4325
 2310 2585 25.275
 2312 2585 29.4875
 2313 2585 26.1175
 2320 2585 20.22
 2321 2585 16.85
 2329 2585 24.4325
 2330 2585 21.0625
 2332 2585 21.905
 2335 2585 21.0625
 2336 2585 17.6925
 2338 2585 18.535
 2340 2585 22.7475
 2342 2585 17.6925
 2365 2585 16.85
 2366 2585 13.48
 2379 2585 13.48
 2380 2585 10.11
 2388 2585 17.6925
 2389 2585 14.3225
 2391 2585 15.165
 2402 2585 10.11
 2413 2585 14.3225
 2430 2585 10.9525
 2453 2585 10.11
 2454 2585 6.74
 2491 2585 6.74
 2504 2585 3.37
 2515 2585 7.5825
 2305 2586 1.56
 2306 2586 1.2675
 2307 2586 1.365
 2309 2586 1.17
 2310 2586 1.2675
 2312 2586 1.43
 2313 2586 1.3
 2314 2586 1.0725
 2316 2586 0.8775
 2317 2586 0.975
 2319 2586 0.975
 2320 2586 1.0725
 2322 2586 0.8775
 2328 2586 1.1375
 2329 2586 1.235
 2331 2586 1.04
 2332 2586 1.1375
 2334 2586 1.0075
 2335 2586 1.105
 2337 2586 0.91
 2338 2586 1.0075
 2340 2586 1.17
 2343 2586 0.6825
 2345 2586 0.78
 2347 2586 0.585
 2348 2586 0.6825
 2359 2586 0.9425
 2361 2586 0.7475
 2362 2586 0.845
 2364 2586 0.845
 2365 2586 0.9425
 2367 2586 0.7475
 2373 2586 0.8125
 2375 2586 0.6175
 2376 2586 0.715
 2378 2586 0.715
 2379 2586 0.8125
 2381 2586 0.6175
 2387 2586 0.8775
 2388 2586 0.975
 2390 2586 0.78
 2391 2586 0.8775
 2403 2586 0.39
 2414 2586 0.5525
 2416 2586 0.65
 2418 2586 0.455
 2419 2586 0.5525
 2431 2586 0.4225
 2433 2586 0.52
 2435 2586 0.325
 2436 2586 0.4225
 2447 2586 0.6825
 2449 2586 0.4875
 2450 2586 0.585
 2452 2586 0.585
 2453 2586 0.6825
 2455 2586 0.4875
 2492 2586 0.26
 2505 2586 0.13
 2516 2586 0.2925
 2518 2586 0.39
 2520 2586 0.195
 2521 2586 0.2925
 2305 2587 16.25
 2306 2587 13.4375
 2308 2587 13.125
 2309 2587 12.5
 2310 2587 13.4375
 2312 2587 15
 2313 2587 13.75
 2315 2587 10.3125
 2316 2587 9.6875
 2318 2587 9.375
 2319 2587 10.625
 2321 2587 10.3125
 2322 2587 9.6875
 2328 2587 12.1875
 2330 2587 11.875
 2331 2587 11.25
 2332 2587 12.1875
 2334 2587 10.9375
 2336 2587 10.625
 2337 2587 10
 2338 2587 10.9375
 2340 2587 12.5
 2344 2587 6.5625
 2346 2587 7.5
 2347 2587 6.875
 2349 2587 6.5625
 2360 2587 9.0625
 2361 2587 8.4375
 2363 2587 8.125
 2364 2587 9.375
 2366 2587 9.0625
 2367 2587 8.4375
 2374 2587 7.8125
 2375 2587 7.1875
 2377 2587 6.875
 2378 2587 8.125
 2380 2587 7.8125
 2381 2587 7.1875
 2387 2587 9.6875
 2389 2587 9.375
 2390 2587 8.75
 2391 2587 9.6875
 2404 2587 3.75
 2415 2587 5.3125
 2417 2587 6.25
 2418 2587 5.625
 2420 2587 5.3125
 2432 2587 4.0625
 2434 2587 5
 2435 2587 4.375
 2437 2587 4.0625
 2448 2587 6.5625
 2449 2587 5.9375
 2451 2587 5.625
 2452 2587 6.875
 2454 2587 6.5625
 2455 2587 5.9375
 2493 2587 2.5
 2506 2587 1.25
 2517 2587 2.8125
 2519 2587 3.75
 2520 2587 3.125
 2522 2587 2.8125
 2305 2588 111.8
 2307 2588 95.03
 2308 2588 83.85
 2311 2588 83.85
 2312 2588 100.62
 2313 2588 89.44
 2324 2588 67.08
 2325 2588 55.9
 2329 2588 83.85
 2330 2588 72.67
 2333 2588 72.67
 2335 2588 72.67
 2336 2588 61.49
 2339 2588 61.49
 2340 2588 78.26
 2342 2588 61.49
 2369 2588 55.9
 2370 2588 44.72
 2383 2588 44.72
 2384 2588 33.54
 2388 2588 61.49
 2389 2588 50.31
 2392 2588 50.31
 2405 2588 33.54
 2413 2588 50.31
 2430 2588 39.13
 2457 2588 33.54
 2458 2588 22.36
 2494 2588 22.36
 2507 2588 11.18
 2515 2588 27.95
 2305 2589 5.39
 2306 2589 4.4
 2307 2589 4.73
 2309 2589 4.07
 2311 2589 4.29
 2312 2589 4.95
 2313 2589 4.51
 2314 2589 3.74
 2316 2589 3.08
 2317 2589 3.41
 2323 2589 3.3
 2324 2589 3.63
 2326 2589 2.97
 2328 2589 3.96
 2329 2589 4.29
 2331 2589 3.63
 2333 2589 3.85
 2334 2589 3.52
 2335 2589 3.85
 2337 2589 3.19
 2339 2589 3.41
 2340 2589 4.07
 2343 2589 2.42
 2350 2589 2.64
 2352 2589 1.98
 2353 2589 2.31
 2359 2589 3.3
 2361 2589 2.64
 2362 2589 2.97
 2368 2589 2.86
 2369 2589 3.19
 2371 2589 2.53
 2373 2589 2.86
 2375 2589 2.2
 2376 2589 2.53
 2382 2589 2.42
 2383 2589 2.75
 2385 2589 2.09
 2387 2589 3.08
 2388 2589 3.41
 2390 2589 2.75
 2392 2589 2.97
 2406 2589 1.32
 2414 2589 1.98
 2421 2589 2.2
 2423 2589 1.54
 2424 2589 1.87
 2431 2589 1.54
 2438 2589 1.76
 2440 2589 1.1
 2441 2589 1.43
 2447 2589 2.42
 2449 2589 1.76
 2450 2589 2.09
 2456 2589 1.98
 2457 2589 2.31
 2459 2589 1.65
 2495 2589 0.88
 2508 2589 0.44
 2516 2589 1.1
 2523 2589 1.32
 2525 2589 0.66
 2526 2589 0.99
 2305 2590 54.855
 2306 2590 45.54
 2308 2590 44.505
 2309 2590 42.435
 2311 2590 44.505
 2312 2590 50.715
 2313 2590 46.575
 2315 2590 35.19
 2316 2590 33.12
 2318 2590 32.085
 2323 2590 35.19
 2325 2590 34.155
 2326 2590 32.085
 2328 2590 41.4
 2330 2590 40.365
 2331 2590 38.295
 2333 2590 40.365
 2334 2590 37.26
 2336 2590 36.225
 2337 2590 34.155
 2339 2590 36.225
 2340 2590 42.435
 2344 2590 22.77
 2351 2590 24.84
 2352 2590 22.77
 2354 2590 21.735
 2360 2590 31.05
 2361 2590 28.98
 2363 2590 27.945
 2368 2590 31.05
 2370 2590 30.015
 2371 2590 27.945
 2374 2590 26.91
 2375 2590 24.84
 2377 2590 23.805
 2382 2590 26.91
 2384 2590 25.875
 2385 2590 23.805
 2387 2590 33.12
 2389 2590 32.085
 2390 2590 30.015
 2392 2590 32.085
 2407 2590 12.42
 2415 2590 18.63
 2422 2590 20.7
 2423 2590 18.63
 2425 2590 17.595
 2432 2590 14.49
 2439 2590 16.56
 2440 2590 14.49
 2442 2590 13.455
 2448 2590 22.77
 2449 2590 20.7
 2451 2590 19.665
 2456 2590 22.77
 2458 2590 21.735
 2459 2590 19.665
 2496 2590 8.28
 2509 2590 4.14
 2517 2590 10.35
 2524 2590 12.42
 2525 2590 10.35
 2527 2590 9.315
 2305 2591 54.855
 2306 2591 44.1225
 2307 2591 47.7
 2310 2591 44.1225
 2311 2591 42.93
 2312 2591 50.085
 2313 2591 45.315
 2314 2591 36.9675
 2319 2591 33.39
 2320 2591 36.9675
 2323 2591 32.1975
 2324 2591 35.775
 2327 2591 32.1975
 2328 2591 39.3525
 2329 2591 42.93
 2332 2591 39.3525
 2333 2591 38.16
 2334 2591 34.5825
 2335 2591 38.16
 2338 2591 34.5825
 2339 2591 33.39
 2340 2591 40.545
 2345 2591 26.235
 2350 2591 25.0425
 2355 2591 21.465
 2356 2591 25.0425
 2359 2591 32.1975
 2364 2591 28.62
 2365 2591 32.1975
 2368 2591 27.4275
 2369 2591 31.005
 2372 2591 27.4275
 2373 2591 27.4275
 2378 2591 23.85
 2379 2591 27.4275
 2382 2591 22.6575
 2383 2591 26.235
 2386 2591 22.6575
 2387 2591 29.8125
 2388 2591 33.39
 2391 2591 29.8125
 2392 2591 28.62
 2408 2591 14.31
 2416 2591 21.465
 2421 2591 20.2725
 2426 2591 16.695
 2427 2591 20.2725
 2433 2591 16.695
 2438 2591 15.5025
 2443 2591 11.925
 2444 2591 15.5025
 2447 2591 22.6575
 2452 2591 19.08
 2453 2591 22.6575
 2456 2591 17.8875
 2457 2591 21.465
 2460 2591 17.8875
 2497 2591 9.54
 2510 2591 4.77
 2518 2591 11.925
 2523 2591 10.7325
 2528 2591 7.155
 2529 2591 10.7325
 2305 2592 559.125
 2306 2592 458.482
 2308 2592 447.3
 2310 2592 458.482
 2311 2592 447.3
 2312 2592 514.395
 2313 2592 469.665
 2315 2592 346.658
 2319 2592 357.84
 2321 2592 346.658
 2323 2592 346.658
 2325 2592 335.475
 2327 2592 346.658
 2328 2592 413.753
 2330 2592 402.57
 2332 2592 413.753
 2333 2592 402.57
 2334 2592 369.022
 2336 2592 357.84
 2338 2592 369.022
 2339 2592 357.84
 2340 2592 424.935
 2346 2592 246.015
 2351 2592 234.833
 2355 2592 246.015
 2357 2592 234.833
 2360 2592 301.927
 2364 2592 313.11
 2366 2592 301.927
 2368 2592 301.927
 2370 2592 290.745
 2372 2592 301.927
 2374 2592 257.198
 2378 2592 268.38
 2380 2592 257.198
 2382 2592 257.198
 2384 2592 246.015
 2386 2592 257.198
 2387 2592 324.293
 2389 2592 313.11
 2391 2592 324.293
 2392 2592 313.11
 2409 2592 134.19
 2417 2592 201.285
 2422 2592 190.102
 2426 2592 201.285
 2428 2592 190.102
 2434 2592 156.555
 2439 2592 145.372
 2443 2592 156.555
 2445 2592 145.372
 2448 2592 212.467
 2452 2592 223.65
 2454 2592 212.467
 2456 2592 212.467
 2458 2592 201.285
 2460 2592 212.467
 2498 2592 89.46
 2511 2592 44.73
 2519 2592 111.825
 2524 2592 100.643
 2528 2592 111.825
 2530 2592 100.643
 2305 2593 206.57
 2306 2593 170.818
 2309 2593 158.9
 2310 2593 170.818
 2311 2593 166.845
 2312 2593 190.68
 2313 2593 174.79
 2316 2593 123.147
 2319 2593 135.065
 2322 2593 123.147
 2323 2593 131.092
 2326 2593 119.175
 2327 2593 131.092
 2328 2593 154.928
 2331 2593 143.01
 2332 2593 154.928
 2333 2593 150.955
 2334 2593 139.038
 2337 2593 127.12
 2338 2593 139.038
 2339 2593 135.065
 2340 2593 158.9
 2347 2593 87.395
 2352 2593 83.4225
 2355 2593 95.34
 2358 2593 83.4225
 2361 2593 107.257
 2364 2593 119.175
 2367 2593 107.257
 2368 2593 115.202
 2371 2593 103.285
 2372 2593 115.202
 2375 2593 91.3675
 2378 2593 103.285
 2381 2593 91.3675
 2382 2593 99.3125
 2385 2593 87.395
 2386 2593 99.3125
 2387 2593 123.147
 2390 2593 111.23
 2391 2593 123.147
 2392 2593 119.175
 2410 2593 47.67
 2418 2593 71.505
 2423 2593 67.5325
 2426 2593 79.45
 2429 2593 67.5325
 2435 2593 55.615
 2440 2593 51.6425
 2443 2593 63.56
 2446 2593 51.6425
 2449 2593 75.4775
 2452 2593 87.395
 2455 2593 75.4775
 2456 2593 83.4225
 2459 2593 71.505
 2460 2593 83.4225
 2499 2593 31.78
 2512 2593 15.89
 2520 2593 39.725
 2525 2593 35.7525
 2528 2593 47.67
 2531 2593 35.7525
 2305 2594 194.653
 2307 2594 170.818
 2309 2594 146.982
 2310 2594 158.9
 2311 2594 154.928
 2312 2594 178.762
 2313 2594 162.872
 2317 2594 123.147
 2320 2594 135.065
 2322 2594 111.23
 2324 2594 131.092
 2326 2594 107.257
 2327 2594 119.175
 2329 2594 154.928
 2331 2594 131.092
 2332 2594 143.01
 2333 2594 139.038
 2335 2594 139.038
 2337 2594 115.202
 2338 2594 127.12
 2339 2594 123.147
 2340 2594 146.982
 2348 2594 87.395
 2353 2594 83.4225
 2356 2594 95.34
 2358 2594 71.505
 2362 2594 107.257
 2365 2594 119.175
 2367 2594 95.34
 2369 2594 115.202
 2371 2594 91.3675
 2372 2594 103.285
 2376 2594 91.3675
 2379 2594 103.285
 2381 2594 79.45
 2383 2594 99.3125
 2385 2594 75.4775
 2386 2594 87.395
 2388 2594 123.147
 2390 2594 99.3125
 2391 2594 111.23
 2392 2594 107.257
 2411 2594 47.67
 2419 2594 71.505
 2424 2594 67.5325
 2427 2594 79.45
 2429 2594 55.615
 2436 2594 55.615
 2441 2594 51.6425
 2444 2594 63.56
 2446 2594 39.725
 2450 2594 75.4775
 2453 2594 87.395
 2455 2594 63.56
 2457 2594 83.4225
